Region,Date,Tempmax,Tempmin,Temperature,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precipitation,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windgust,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Severerisk,Sunrise,Sunset,Moonphase,Conditions,Description,Icon,Stations
auvergne rhone alpes,2014-07-04,28.8,19.1,22.8,28.5,19.1,22.8,14.6,61.6,0.352,100,20.83,rain,0,0,57.8,34.7,204.9,1012.3,86.4,47.4,155.2,13.5,5,,2014-07-04T05:56:34,2014-07-04T21:33:18,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-05,28.3,17.5,22.3,28.2,17.5,22.3,15.3,67.1,0.674,100,20.83,rain,0,0,30.5,19.1,187.7,1013.4,73.3,42.5,264.8,22.7,7,,2014-07-05T05:57:14,2014-07-05T21:32:57,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-06,30.3,17.7,23,29.5,17.7,22.9,14.5,61.5,3.613,100,29.17,rain,0,0,72.2,42.9,184.6,1011.1,77.3,42.9,322.6,27.9,9,,2014-07-06T05:57:56,2014-07-06T21:32:34,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,LFLY,07481099999,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2014-07-07,17.8,15.6,16.9,17.8,15.6,16.9,14.9,88.3,12.845,100,62.5,rain,0,0,29.7,16.1,322.3,1015.6,98.6,31.7,104.4,9,3,,2014-07-07T05:58:39,2014-07-07T21:32:09,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-08,21.3,14.4,17.1,21.3,14.4,17.1,11.3,70.5,6.963,100,41.67,rain,0,0,42,22.5,307.4,1015.8,93.8,43.7,232.7,20.1,6,,2014-07-08T05:59:25,2014-07-08T21:31:42,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-09,18.2,13,14.9,18.2,13,14.9,11.2,79.5,8.452,100,79.17,rain,0,0,49.9,29.8,324.5,1015.5,97.6,33.9,160.5,13.8,5,,2014-07-09T06:00:11,2014-07-09T21:31:12,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-10,15.7,11.9,14.1,15.7,11.9,14.1,11.7,85.7,4.865,100,70.83,rain,0,0,28.5,16.8,283.3,1014.8,100,27.6,80.4,6.9,2,,2014-07-10T06:01:00,2014-07-10T21:30:40,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-11,18.2,14.7,16.3,18.2,14.7,16.3,13,81.5,1.427,100,45.83,rain,0,0,28.3,16.6,339.2,1016.6,99.8,41.9,185.9,16,7,,2014-07-11T06:01:49,2014-07-11T21:30:05,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-12,20.7,14.7,17.3,20.7,14.7,17.3,12.8,75.6,1.127,100,41.67,rain,0,0,24.3,13.4,347.2,1016.2,91.6,26,249.4,21.6,7,,2014-07-12T06:02:41,2014-07-12T21:29:28,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFLS,07475099999,LFLY,07481099999,LFMH,LFLL,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2014-07-13,23.2,15.9,18.3,23.2,15.9,18.3,15.1,82.7,8.613,100,41.67,rain,0,0,38.4,13.9,151.5,1014.8,94.7,23.8,153,13.3,6,,2014-07-13T06:03:33,2014-07-13T21:28:49,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFLS,07475099999,LFLY,07481099999,LFMH,LFLL,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2014-07-14,24.4,16.4,19.8,24.4,16.4,19.8,13.7,70.7,0.951,100,45.83,rain,0,0,33.7,17.9,339.3,1016.4,84.6,43.3,290.5,25.1,9,,2014-07-14T06:04:27,2014-07-14T21:28:08,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07475099999,LFLY,07481099999,07477099999,07480099999,07486099999,07385099999,07482099999"
auvergne rhone alpes,2014-07-15,26.1,12.1,19.7,26.1,12.1,19.7,11.1,60.5,0,0,0,,0,0,27.9,14.2,355,1020.7,14.7,44.5,354,30.6,10,,2014-07-15T06:05:22,2014-07-15T21:27:24,0.6,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-16,29.2,14.3,22.4,29,14.3,22.3,13.4,59.6,0,0,0,,0,0,24.8,15.2,353.6,1020.2,5.7,45.6,346.4,29.9,9,,2014-07-16T06:06:19,2014-07-16T21:26:38,0.64,Clear,Clear conditions throughout the day.,clear-day,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-17,33.4,16.9,25.2,32.3,16.9,25,14.8,56.7,0,0,0,,0,0,23.2,10.3,123.3,1018.4,7.4,41.2,347.4,30.1,9,,2014-07-17T06:07:17,2014-07-17T21:25:50,0.67,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-18,33.4,19.2,26.7,32.9,19.2,26.6,15.3,52.1,0,0,0,,0,0,34.4,19.8,156.4,1015.4,31.2,45.2,345,29.8,9,,2014-07-18T06:08:15,2014-07-18T21:24:59,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-19,30.9,21.9,26.4,30,21.9,26.1,11.6,40,0,0,0,,0,0,42.1,25.5,152.5,1011.3,78.2,54.7,272.4,23.5,9,,2014-07-19T06:09:15,2014-07-19T21:24:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-20,25.5,16.4,20.1,25.5,16.4,20.1,14.3,73,32.708,100,58.33,rain,0,0,32.9,15.7,95.9,1012.4,97.8,34,172.8,14.6,6,,2014-07-20T06:10:16,2014-07-20T21:23:12,0.77,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-21,19.8,15.6,17.6,19.8,15.6,17.6,15.5,88,12.129,100,75,rain,0,0,36.2,23.7,317.2,1015.6,99,20.4,142.4,12.3,5,,2014-07-21T06:11:18,2014-07-21T21:22:16,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-22,19.9,18,18.8,19.9,18,18.8,15.6,81.5,0.877,100,33.33,rain,0,0,36.8,22.2,334,1016.4,98.4,33.7,212.9,18.5,6,,2014-07-22T06:12:21,2014-07-22T21:21:17,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-23,26.9,19.1,22.6,27.8,19.1,22.7,17.2,72.8,0.037,100,16.67,rain,0,0,27.2,15.2,345.3,1012.3,95.5,23.6,169.5,14.6,5,,2014-07-23T06:13:25,2014-07-23T21:20:16,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-24,28.2,17.8,23.5,28,17.8,23.4,15.4,63.1,0.006,100,4.17,rain,0,0,35.3,20,345.4,1011,44.4,33,229.7,19.9,7,,2014-07-24T06:14:29,2014-07-24T21:19:14,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-25,29.4,16.4,22.3,28.8,16.4,22.3,14.3,63,1.726,100,12.5,rain,0,0,23.7,14.6,167.2,1012,51.3,38.6,213.6,18.5,8,,2014-07-25T06:15:35,2014-07-25T21:18:09,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-26,25.2,16.7,20.3,25.2,16.7,20.3,15.7,76.3,11.969,100,45.83,rain,0,0,32.2,18.4,331,1014.5,63.9,24.5,262.5,22.5,7,,2014-07-26T06:16:41,2014-07-26T21:17:03,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFLY,07475099999,07481099999,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2014-07-27,26.6,15.2,21.5,26.6,15.2,21.5,15,69.1,0.006,100,4.17,rain,0,0,36.6,21.7,0.1,1016.1,39,30.8,312.9,27.1,9,,2014-07-27T06:17:48,2014-07-27T21:15:54,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-28,21.7,16.9,18.7,21.7,16.9,18.7,15.1,80,4.895,100,29.17,rain,0,0,37.3,22.6,277.4,1013.6,76.4,27.7,121.6,10.3,3,,2014-07-28T06:18:55,2014-07-28T21:14:44,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-29,18.4,14.6,16.3,18.4,14.6,16.3,13.7,84.6,12.91,100,79.17,rain,0,0,38,22.6,318.3,1011.9,99.2,29.9,119.6,10.3,6,,2014-07-29T06:20:03,2014-07-29T21:13:32,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-30,24.1,15.9,18.8,24.1,15.9,18.8,15.5,82.3,7.4,100,62.5,rain,0,0,40,26.2,343.2,1013,90.6,21.2,224.1,19.5,7,,2014-07-30T06:21:12,2014-07-30T21:12:18,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-07-31,26.3,15.6,21.1,26.3,15.6,21.1,14.2,66.7,0.006,100,4.17,rain,0,0,32.9,19.8,343,1014,37.9,36.5,316.9,27.4,9,,2014-07-31T06:22:22,2014-07-31T21:11:03,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-01,28.2,16.8,22.5,28.4,16.8,22.6,14.9,63.3,0,0,0,,0,0,34,21.7,320.6,1010.3,78.3,36,284.9,24.6,9,,2014-08-01T06:23:31,2014-08-01T21:09:45,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,LFLY,07481099999,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2014-08-02,23.3,17.2,19.5,23.3,17.2,19.5,16.4,82.5,8.763,100,54.17,rain,0,0,40.5,16.5,164.6,1009.5,94.9,32.5,189.1,16.2,8,,2014-08-02T06:24:42,2014-08-02T21:08:27,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,LFLY,07481099999,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2014-08-03,26.3,16.9,19.8,26.3,16.9,19.8,15.9,79.4,5.28,100,41.67,rain,0,0,41.6,20.4,166.3,1012.4,83.2,32.7,252.9,21.8,7,,2014-08-03T06:25:52,2014-08-03T21:07:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-04,25.6,16.2,19.7,25.6,16.2,19.7,15.8,80.1,0.495,100,33.33,rain,0,0,31.7,15.3,347.1,1016.5,74.4,27.5,227.5,19.8,7,,2014-08-04T06:27:03,2014-08-04T21:05:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-05,24.9,14.8,20,24.9,14.8,20,13.3,68.6,1.878,100,4.17,rain,0,0,36.6,23.6,346.5,1019.2,51.9,34.2,270.6,23.4,8,,2014-08-05T06:28:15,2014-08-05T21:04:20,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-06,25.4,13.2,20.2,25.4,13.2,20.2,12.3,63,0.006,100,4.17,rain,0,0,21.3,10.3,3.7,1017.3,56.6,38.4,252.2,21.7,8,,2014-08-06T06:29:26,2014-08-06T21:02:55,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-07,26,18.8,22.1,26,18.8,22.1,15.6,67.4,0,0,0,,0,0,25.1,14.1,7.2,1015.4,89.8,38.6,246.2,21.3,7,,2014-08-07T06:30:39,2014-08-07T21:01:29,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-08,29.1,16.7,21.5,29.8,16.7,21.6,16.8,76,2.646,100,16.67,rain,0,0,63.4,18.1,177,1012.7,52.6,35.5,259.8,22.6,8,,2014-08-08T06:31:51,2014-08-08T21:00:01,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-09,27.8,18,22.6,28.3,18,22.7,16.4,69.6,7.618,100,25,rain,0,0,42.1,21.1,176.1,1012.8,86.1,46.7,188.2,16.2,7,,2014-08-09T06:33:04,2014-08-09T20:58:31,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07475099999,LFLY,07481099999,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2014-08-10,29.5,19.7,24.8,29.9,19.7,24.9,16,59.4,0.006,100,4.17,rain,0,0,68.5,40.3,185.2,1010.3,81.1,43.4,209,18.2,8,,2014-08-10T06:34:16,2014-08-10T20:57:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-11,24.1,15.9,19.5,24.1,15.9,19.5,14.3,72.4,1.026,100,12.5,rain,0,0,30.5,15.5,19.4,1016.8,95.6,42.9,179.5,15.6,5,,2014-08-11T06:35:29,2014-08-11T20:55:28,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-12,23,14.9,19,23,14.9,19,12.8,69,0,0,0,,0,0,22.3,10.8,61.7,1015.6,83.2,43.3,253,21.8,8,,2014-08-12T06:36:43,2014-08-12T20:53:55,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-13,20.7,14.5,17.8,20.7,14.5,17.8,11.8,69.6,5.888,100,33.33,rain,0,0,59.3,25.8,245.2,1010.8,75.4,43,251,21.7,8,,2014-08-13T06:37:56,2014-08-13T20:52:21,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-14,21.4,13.2,17.3,21.4,13.2,17.3,10.4,65.3,0.151,100,16.67,rain,0,0,42.5,11.7,259,1016,78.2,50.3,240,20.7,6,,2014-08-14T06:39:09,2014-08-14T20:50:45,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-15,21.4,14.9,17.3,21.4,14.9,17.3,11.4,70.3,8.802,100,41.67,rain,0,0,39.8,19.5,343.4,1017.8,77.7,45.1,248.5,21.6,7,,2014-08-15T06:40:23,2014-08-15T20:49:08,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-16,21.5,11.3,16.7,21.5,11.3,16.7,9.9,66.4,0,0,0,,0,0,36.5,21.2,355.2,1021.8,35.8,44.2,286.7,24.7,8,,2014-08-16T06:41:37,2014-08-16T20:47:30,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-17,24.8,10.4,17.9,24.8,10.4,17.9,10.2,63.5,0.004,100,4.17,rain,0,0,20.4,8.2,174.1,1018.7,26.1,29.4,296.6,25.7,9,,2014-08-17T06:42:50,2014-08-17T20:45:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-18,26.7,12.8,19.2,26.7,12.8,19.2,11.6,64.3,0.006,100,4.17,rain,0,0,37.2,20.9,313.7,1013.4,28.1,38.4,302.2,26.1,9,,2014-08-18T06:44:04,2014-08-18T20:44:10,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-19,22.5,15.4,18.9,22.5,15.4,18.9,11.4,63.2,0.312,100,12.5,rain,0,0,23.9,14.3,2.3,1014,86.6,42.9,244.5,21,7,,2014-08-19T06:45:18,2014-08-19T20:42:29,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-20,22.1,13,17.8,22.1,13,17.8,9.1,58,0,0,0,,0,0,20.7,12.9,356.7,1016.5,90.8,53.1,174.5,15.3,6,,2014-08-20T06:46:32,2014-08-20T20:40:47,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-21,22,12.1,17.3,22,12.1,17.3,8.6,58.5,0,0,0,,0,0,31,14.6,354.9,1017.7,29.7,50.8,290.1,25,9,,2014-08-21T06:47:46,2014-08-21T20:39:03,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-22,24.7,11.5,18,24.7,11.5,18,9,58.6,0,0,0,,0,0,25.3,10.2,26.8,1016.2,44.4,36.4,262,22.8,8,,2014-08-22T06:49:00,2014-08-22T20:37:19,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-23,20.4,15.6,18.1,20.4,15.6,18.1,8.7,54.7,0.006,100,4.17,rain,0,0,28.7,17,317.6,1017.9,92,53,271.5,23.5,8,,2014-08-23T06:50:14,2014-08-23T20:35:34,0.93,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-24,21.1,12.9,17.3,21.1,12.9,17.3,8.5,58.4,0.006,100,4.17,rain,0,0,34.8,14.9,355.4,1020.5,75.6,54,229.3,19.8,9,,2014-08-24T06:51:28,2014-08-24T20:33:48,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-25,24,10.9,17.2,24,10.9,17.2,8.5,59.1,0,0,0,,0,0,42.8,23.6,167.6,1016.6,74.3,52,257.7,22.1,8,,2014-08-25T06:52:42,2014-08-25T20:32:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-26,24.6,18.7,21.3,24.6,18.7,21.3,14.3,65.9,3.514,100,50,rain,0,0,54.7,31.6,187.3,1010.5,96.2,39.6,170.5,14.6,7,,2014-08-26T06:53:56,2014-08-26T20:30:14,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-27,23.7,14.9,19.2,23.7,14.9,19.2,12.5,67,0,0,0,,0,0,27.3,15.9,6.3,1015.5,60.4,53.4,275.3,23.8,8,,2014-08-27T06:55:10,2014-08-27T20:28:26,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-28,27.3,12.8,20,27.3,12.8,20,13,66.8,0.148,100,8.33,rain,0,0,19.7,7.4,85.4,1017.4,38.6,43.1,275,23.7,8,,2014-08-28T06:56:24,2014-08-28T20:26:37,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-29,24.4,17.7,21,24.4,17.7,21,16.1,74.5,6.56,100,4.17,rain,0,0,32.4,16.5,4.3,1017.8,93.1,42.5,168.6,14.5,6,,2014-08-29T06:57:38,2014-08-29T20:24:47,0.13,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-30,25,14.9,20,25,14.9,20,13.8,69.8,0.006,100,4.17,rain,0,0,29.6,16.6,347.3,1019.2,56,41.8,248.2,21.6,8,,2014-08-30T06:58:52,2014-08-30T20:22:57,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-08-31,22.3,15,18.7,22.3,15,18.7,12,66.5,0,0,0,,0,0,27.5,15.7,344,1018.4,88.1,45.7,216.1,18.7,7,,2014-08-31T07:00:06,2014-08-31T20:21:06,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-09-01,21.3,13.2,17,21.3,13.2,17,9.4,62.5,0,0,0,,0,0,44.2,27,348.8,1019.4,25.9,40.9,269.4,23.2,8,,2014-09-01T07:01:20,2014-09-01T20:19:14,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-09-02,22.9,11.8,17.1,22.9,11.8,17.1,8.9,60.8,0,0,0,,0,0,52.3,31.3,353.7,1017.9,14.2,35.1,269.3,23.2,8,,2014-09-02T07:02:34,2014-09-02T20:17:22,0.25,Clear,Clear conditions throughout the day.,clear-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-09-03,22.8,11.6,16.8,22.8,11.6,16.8,10.6,68.2,0,0,0,,0,0,25.1,14.8,344.7,1015.6,27.7,33.3,253.8,22,8,,2014-09-03T07:03:48,2014-09-03T20:15:29,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74,750,999,990,748,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2014-09-04,28.3,11.6,19.5,27.3,11.6,19.3,11.4,64.7,0.004,100,4.17,rain,0,0,30.8,12.5,152.9,1014.2,8.5,37.3,263.4,22.8,8,,2014-09-04T07:05:02,2014-09-04T20:13:36,0.34,Rain,Clear conditions throughout the day with morning rain.,rain,"LFLY,07475099999,07481099999,LFMH,LFLL,07477099999,07480099999,07486099999,07482099999"
